"","X","gotuheiti","postnr","tegund","verd","herbergi","size","nyskrad","fermverd","date"
"1420",2,"Hólmvað",110,"Par/Raðhús",57500000,4,172.4,"2016-09-20",333527,"2016-09-01"
"1421",3,"Skipalón",220,"Fjölbýli",49800000,4,130.9,"2016-09-20",380443,"2016-09-01"
"1423",6,"Bræðraborgarstígur",101,"Fjölbýli",53000000,3,120.1,"2016-09-20",441299,"2016-09-01"
"1424",7,"Grýtubakki",109,"Fjölbýli",29200000,3,86.1,"2016-09-20",339141,"2016-09-01"
"1425",8,"Sundlaugavegur",105,"Fjölbýli",45900000,4,123.3,"2016-09-20",372263,"2016-09-01"
"1426",9,"Álftarimi",800,"Fjölbýli",22500000,4,130.9,"2016-09-20",171887,"2016-09-01"
"1427",11,"Vesturgata",300,"Einbýli",24900000,4,150.4,"2016-09-20",165559,"2016-09-01"
"1430",14,"Bárugata",101,"Fjölbýli",73000000,5,186.7,"2016-09-20",391002,"2016-09-01"
"1431",15,"Grenigrund",200,"Fjölbýli",45900000,6,161.9,"2016-09-20",283508,"2016-09-01"
"1432",16,"Grenimelur",107,"Fjölbýli",27900000,2,81.1,"2016-09-20",344020,"2016-09-01"
"1433",17,"Heiðmörk Þelamörk",810,"Par/Raðhús",37000000,4,116,"2016-09-20",318966,"2016-09-01"
"1434",18,"Bogahlíð",105,"Fjölbýli",44500000,4,97.3,"2016-09-20",457348,"2016-09-01"
"1435",19,"Laugavegur Opið Hús",105,"Fjölbýli",35900000,2,64.6,"2016-09-20",555728,"2016-09-01"
"1441",2,"Flétturimi",112,"Fjölbýli",36900000,4,117.7,"2016-09-21",313509,"2016-09-01"
"1442",3,"Ránarslóð",780,"Einbýli",31500000,5,146.2,"2016-09-21",215458,"2016-09-01"
"1443",4,"Gauksás",221,"Einbýli",72900000,8,283.3,"2016-09-21",257324,"2016-09-01"
"1444",5,"Glitvellir",221,"Fjölbýli",44800000,4,122.6,"2016-09-21",365416,"2016-09-01"
"1445",7,"Ránargata",600,"Hæðir",22900000,5,115,"2016-09-21",199130,"2016-09-01"
"1446",9,"Tröllakór",203,"Fjölbýli",37500000,3,99.7,"2016-09-21",376128,"2016-09-01"
"1447",10,"Klapparstígur",230,"Einbýli",18300000,3,60.5,"2016-09-21",302479,"2016-09-01"
"1448",11,"Ölduslóð/einstakt Útsýni",220,"Fjölbýli",55900000,6,258.2,"2016-09-21",216499,"2016-09-01"
"1449",12,"Ásbraut",200,"Fjölbýli",29900000,4,65.8,"2016-09-21",454407,"2016-09-01"
"1450",13,"Kóngsbakki",111,"Fjölbýli",26900000,3,81.9,"2016-09-21",328449,"2016-09-01"
"1451",14,"Grenivellir",600,"Fjölbýli",19500000,4,87.3,"2016-09-21",223368,"2016-09-01"
"1453",16,"Grundarbraut",355,"Fjölbýli",10000000,3,68.8,"2016-09-21",145349,"2016-09-01"
"1455",18,"Akurgerði",190,"Par/Raðhús",35300000,3,179,"2016-09-21",197207,"2016-09-01"
"1456",20,"Mánagata",105,"Fjölbýli",26500000,2,48.1,"2016-09-21",550936,"2016-09-01"
"1457",21,"Móabarð Opið Hús",220,"Hæðir",37900000,6,139.2,"2016-09-21",272270,"2016-09-01"
"1459",23,"Hafravellir",221,"Einbýli",66500000,5,190.9,"2016-09-21",348350,"2016-09-01"
"1460",24,"Áshamar",900,"Fjölbýli",15000000,3,111.3,"2016-09-21",134771,"2016-09-01"
"1461",25,"Eyravegur",800,"Fjölbýli",16500000,4,143.1,"2016-09-21",115304,"2016-09-01"
"1462",1,"Möðrufell",111,"Fjölbýli",25400000,3,77.3,"2016-09-22",328590,"2016-09-01"
"1463",2,"Laugavegur",101,"Fjölbýli",96000000,4,150.9,"2016-09-22",636183,"2016-09-01"
"1465",4,"Garðatorg",210,"Fjölbýli",68900000,3,99.8,"2016-09-22",690381,"2016-09-01"
"1466",5,"Eyrarflöt",300,"Fjölbýli",31900000,4,108.1,"2016-09-22",295097,"2016-09-01"
"1467",6,"Blikastígur",225,"Einbýli",43900000,4,150.9,"2016-09-22",290921,"2016-09-01"
"1468",7,"Fífuvellir Opið Hús",221,"Einbýli",59900000,6,203.3,"2016-09-22",294638,"2016-09-01"
"1469",8,"Holtsvegur",210,"Fjölbýli",61900000,4,141.1,"2016-09-22",438696,"2016-09-01"
"1470",9,"Hraunhólar",800,"Par/Raðhús",39900000,5,171.3,"2016-09-22",232925,"2016-09-01"
"1471",10,"Lindarbraut",170,"Hæðir",47900000,4,116.7,"2016-09-22",410454,"2016-09-01"
"1473",12,"Núpalind",201,"Fjölbýli",39900000,3,93.8,"2016-09-22",425373,"2016-09-01"
"1474",13,"Naustahlein",210,"Par/Raðhús",35900000,3,77.5,"2016-09-22",463226,"2016-09-01"
"1475",15,"Unnarbraut",170,"Par/Raðhús",72900000,4,142.9,"2016-09-22",510147,"2016-09-01"
"1476",16,"Logafold",112,"Fjölbýli",31900000,3,85.6,"2016-09-22",372664,"2016-09-01"
"1477",17,"Lindargata",101,"Fjölbýli",38900000,5,212.6,"2016-09-22",182973,"2016-09-01"
"1479",19,"Blönduhlíð",105,"Hæðir",49700000,5,121.9,"2016-09-22",407711,"2016-09-01"
"1480",20,"Dvergabakki",109,"Fjölbýli",29900000,3,94.9,"2016-09-22",315068,"2016-09-01"
"1481",21,"Teigasel",109,"Fjölbýli",17900000,1,43.3,"2016-09-22",413395,"2016-09-01"
"1482",22,"Strandgata",220,"Fjölbýli",49900000,3,114.4,"2016-09-22",436189,"2016-09-01"
"1483",23,"Glósalir",201,"Fjölbýli",32900000,2,75.3,"2016-09-22",436919,"2016-09-01"
"1484",24,"Heiðargil",230,"Einbýli",58000000,6,278,"2016-09-22",208633,"2016-09-01"
"1485",1,"Álftamýri ",108,"Fjölbýli",29900000,3,73.6,"2016-09-23",406250,"2016-09-01"
"1486",2,"Brekkubraut",230,"Fjölbýli",38800000,5,185.5,"2016-09-23",209164,"2016-09-01"
"1487",3,"Skógarás",221,"Einbýli",85000000,6,301.6,"2016-09-23",281830,"2016-09-01"
"1488",4,"Sundlaugavegur",105,"Fjölbýli",44900000,4,123.3,"2016-09-23",364152,"2016-09-01"
"1489",5,"Lindargata",101,"Fjölbýli",29900000,2,51.2,"2016-09-23",583984,"2016-09-01"
"1490",6,"Bræðraborgarstígur",101,"Fjölbýli",23900000,2,54.7,"2016-09-23",436929,"2016-09-01"
"1492",8,"Birkimelur",107,"Fjölbýli",38900000,3,87.2,"2016-09-23",446101,"2016-09-01"
"1494",11,"Þelamörk ",801,"Par/Raðhús",37000000,4,120,"2016-09-23",308333,"2016-09-01"
"1495",14,"Miðengi",800,"Einbýli",30500000,5,177.8,"2016-09-23",171541,"2016-09-01"
"1496",15,"Skipholt",105,"Fjölbýli",29000000,2,74.8,"2016-09-23",387701,"2016-09-01"
"1497",16,"Skipholt",105,"Fjölbýli",29000000,2,79.4,"2016-09-23",365239,"2016-09-01"
"1498",17,"Bæjargil",210,"Einbýli",59000000,6,223.8,"2016-09-23",263628,"2016-09-01"
"1499",18,"Stóragerði",108,"Fjölbýli",34900000,3,83.7,"2016-09-23",416965,"2016-09-01"
"1500",19,"Baugalda",850,"Par/Raðhús",27900000,4,145.9,"2016-09-23",191227,"2016-09-01"
"1501",20,"Álfkonuhvarf",203,"Fjölbýli",35900000,3,93.7,"2016-09-23",383138,"2016-09-01"
"1502",21,"Gullengi",112,"Fjölbýli",26900000,2,65.9,"2016-09-23",408194,"2016-09-01"
"1503",23,"Tjaldhólar",800,"Einbýli",49900000,6,208.4,"2016-09-23",239443,"2016-09-01"
"1504",24,"Heiðarból",230,"Einbýli",49500000,7,197.8,"2016-09-23",250253,"2016-09-01"
"1505",1,"Lindargata",101,"Fjölbýli",49700000,3,85,"2016-09-24",584706,"2016-09-01"
"1507",4,"Hringbraut *opið Hús*",220,"Hæðir",46900000,4,165,"2016-09-24",284242,"2016-09-01"
"1508",5,"Mánatún",105,"Fjölbýli",54700000,3,111.2,"2016-09-24",491906,"2016-09-01"
"1509",6,"Ljósavík",112,"Fjölbýli",45900000,4,147.1,"2016-09-24",312033,"2016-09-01"
"1510",8,"Mánatún",105,"Fjölbýli",52500000,3,120.5,"2016-09-24",435685,"2016-09-01"
"1511",9,"Mánatún",105,"Fjölbýli",56500000,3,129.5,"2016-09-24",436293,"2016-09-01"
"1512",10,"Pósthússtræti",101,"Fjölbýli",74900000,3,100.4,"2016-09-24",746016,"2016-09-01"
"1513",11,"Goðaborgir",112,"Fjölbýli",29900000,3,86.5,"2016-09-24",345665,"2016-09-01"
"1514",12,"Suðurgata",245,"Hæðir",27500000,5,228.2,"2016-09-24",120508,"2016-09-01"
"1515",13,"Hafnarberg",815,"Par/Raðhús",27500000,4,128.9,"2016-09-24",213344,"2016-09-01"
"1516",14,"Marargrund",210,"Einbýli",98000000,7,347,"2016-09-24",282421,"2016-09-01"
"1517",15,"Skúlagata",101,"Fjölbýli",36700000,2,70.2,"2016-09-24",522792,"2016-09-01"
"1518",16,"Lindargata",101,"Fjölbýli",49700000,3,85.1,"2016-09-24",584019,"2016-09-01"
"1519",17,"Grandavegur",107,"Fjölbýli",56500000,3,119.6,"2016-09-24",472408,"2016-09-01"
"1520",18,"Grandavegur",107,"Fjölbýli",54900000,4,121.2,"2016-09-24",452970,"2016-09-01"
"1521",20,"Mánatún",105,"Fjölbýli",56500000,3,133.5,"2016-09-24",423221,"2016-09-01"
"1522",21,"Mánatún",105,"Fjölbýli",57900000,3,133.6,"2016-09-24",433383,"2016-09-01"
"1523",22,"Drápuhlíð",105,"Hæðir",51900000,5,156,"2016-09-24",332692,"2016-09-01"
"1524",23,"Burknavellir ( Opið Hús )",221,"Fjölbýli",37900000,4,104.5,"2016-09-24",362679,"2016-09-01"
"1525",24,"Furuhlíð ( Opið Hús )",221,"Einbýli",75000000,7,273,"2016-09-24",274725,"2016-09-01"
"1526",25,"Blönduhlíð",105,"Hæðir",57900000,6,167,"2016-09-24",346707,"2016-09-01"
"1528",2,"Hraundalur",260,"Einbýli",53900000,6,204,"2016-09-26",264216,"2016-09-01"
"1529",3,"Ölduslóð ",220,"Fjölbýli",27500000,3,68.9,"2016-09-26",399129,"2016-09-01"
"1530",4,"Lækjargata",220,"Fjölbýli",32900000,3,84.3,"2016-09-26",390273,"2016-09-01"
"1533",7,"Herjólfsgata",220,"Fjölbýli",45900000,3,92.3,"2016-09-26",497291,"2016-09-01"
"1534",8,"Seljaland",800,"Par/Raðhús",27500000,3,88.2,"2016-09-26",311791,"2016-09-01"
"1535",11,"Frostaskjól",107,"Par/Raðhús",87500000,7,285.1,"2016-09-26",306910,"2016-09-01"
"1536",12,"Austurkór",203,"Par/Raðhús",57900000,4,176,"2016-09-26",328977,"2016-09-01"
"1537",14,"Vallakór",203,"Fjölbýli",41900000,3,123.8,"2016-09-26",338449,"2016-09-01"
"1538",15,"Álfholt (opið hús)",220,"Fjölbýli",33900000,5,106.1,"2016-09-26",319510,"2016-09-01"
"1539",16,"Álfholt (opið Hús)",220,"Fjölbýli",33900000,5,106.1,"2016-09-26",319510,"2016-09-01"
"1540",17,"Álfholt",220,"Fjölbýli",33900000,5,106.1,"2016-09-26",319510,"2016-09-01"
"1541",18,"Daltún",200,"Einbýli",71800000,8,265.6,"2016-09-26",270331,"2016-09-01"
"1543",20,"Þúfubarð",220,"Fjölbýli",34900000,4,109.4,"2016-09-26",319013,"2016-09-01"
"1544",23,"Efstaland",270,"Par/Raðhús",57900000,4,165.2,"2016-09-26",350484,"2016-09-01"
"1545",24,"Álftarimi",800,"Fjölbýli",18900000,3,103.8,"2016-09-26",182081,"2016-09-01"
"1547",1,"Heiðarholt",230,"Fjölbýli",16700000,2,60.5,"2016-09-27",276033,"2016-09-01"
"1548",2,"Hvassaleiti",103,"Fjölbýli",44900000,4,148.7,"2016-09-27",301950,"2016-09-01"
"1549",3,"Ásbúðartröð",220,"Einbýli",45900000,8,268.6,"2016-09-27",170886,"2016-09-01"
"1550",4,"Holtsvegur",210,"Fjölbýli",79900000,4,131.8,"2016-09-27",606222,"2016-09-01"
"1551",5,"Holtsvegur",210,"Fjölbýli",69900000,3,100,"2016-09-27",699000,"2016-09-01"
"1552",6,"Holtsvegur",210,"Fjölbýli",64900000,3,91.9,"2016-09-27",706202,"2016-09-01"
"1553",7,"Holtsvegur",210,"Fjölbýli",69900000,3,106.1,"2016-09-27",658812,"2016-09-01"
"1554",8,"Ásbúð",210,"Einbýli",69400000,6,257.7,"2016-09-27",269305,"2016-09-01"
"1555",10,"Hrafnaklettur",310,"Fjölbýli",8500000,2,62.9,"2016-09-27",135135,"2016-09-01"
"1556",11,"Fálkaklettur",310,"Einbýli",28000000,5,200.6,"2016-09-27",139581,"2016-09-01"
"1557",13,"Suðurgata",101,"Einbýli",149900000,8,268.3,"2016-09-27",558703,"2016-09-01"
"1560",17,"Fífumói ",260,"Fjölbýli",12200000,2,46.8,"2016-09-27",260684,"2016-09-01"
"1562",21,"Goðheimar*opið Hús*",104,"Hæðir",52900000,5,157.9,"2016-09-27",335022,"2016-09-01"
"1563",23,"Rjúpnasalir *opið Hús*",201,"Fjölbýli",44900000,4,112.7,"2016-09-27",398403,"2016-09-01"
"1564",24,"Rekagrandi",107,"Fjölbýli",32900000,2,78.9,"2016-09-27",416984,"2016-09-01"
"1565",25,"Grundargarður",640,"Fjölbýli",25500000,4,115.1,"2016-09-27",221546,"2016-09-01"
"1566",1,"Blásalir",201,"Fjölbýli",41900000,3,100,"2016-09-28",419000,"2016-09-01"
"1567",2,"Suðurvangur",220,"Einbýli",65500000,8,239.6,"2016-09-28",273372,"2016-09-01"
"1568",3,"Jörundarholt",300,"Einbýli",37500000,5,152.9,"2016-09-28",245258,"2016-09-01"
"1569",4,"Selbraut",170,"Einbýli",72900000,5,208.5,"2016-09-28",349640,"2016-09-01"
"1570",5,"Urðarstekkur",109,"Einbýli",118000000,5,295.2,"2016-09-28",399729,"2016-09-01"
"1571",6,"Öldugata",101,"Hæðir",59500000,4,124,"2016-09-28",479839,"2016-09-01"
"1572",7,"Hverafold",112,"Fjölbýli",37900000,3,92.1,"2016-09-28",411509,"2016-09-01"
"1574",9,"Þrastarhöfði",270,"Fjölbýli",37900000,3,88.4,"2016-09-28",428733,"2016-09-01"
"1575",10,"Skrauthólar",116,"Einbýli",45000000,5,145.1,"2016-09-28",310131,"2016-09-01"
"1576",11,"Hlíðarhjalli",200,"Einbýli",81900000,6,254.2,"2016-09-28",322187,"2016-09-01"
"1577",12,"Borgarsíða",603,"Einbýli",59500000,5,202.3,"2016-09-28",294118,"2016-09-01"
"1578",13,"Hrísmóar",210,"Fjölbýli",45900000,3,80.7,"2016-09-28",568773,"2016-09-01"
"1581",16,"Bjartahlíð",270,"Fjölbýli",39900000,3,136.6,"2016-09-28",292094,"2016-09-01"
"1582",18,"Austurkór",203,"Par/Raðhús",57900000,4,175.6,"2016-09-28",329727,"2016-09-01"
"1585",22,"Mánatún (opið hús)",105,"Fjölbýli",44700000,2,91.4,"2016-09-28",489059,"2016-09-01"
"1586",23,"Þjóðbraut",300,"Fjölbýli",8000000,3,105.5,"2016-09-28",75829,"2016-09-01"
"1589",1,"Naustabryggja",110,"Fjölbýli",43900000,4,109.5,"2016-09-29",400913,"2016-09-01"
"1590",2,"Skúlagata",101,"Fjölbýli",35000000,2,64.4,"2016-09-29",543478,"2016-09-01"
"1592",4,"Naustabryggja",110,"Fjölbýli",43900000,4,108.3,"2016-09-29",405355,"2016-09-01"
"1593",5,"Lækjargata",220,"Fjölbýli",32900000,3,84.3,"2016-09-29",390273,"2016-09-01"
"1594",7,"Deildarás",110,"Einbýli",84700000,8,268.6,"2016-09-29",315339,"2016-09-01"
"1595",8,"Harðangur",603,"Einbýli",35700000,3,110,"2016-09-29",324545,"2016-09-01"
"1596",9,"Glitvellir",221,"Fjölbýli",43000000,4,122.6,"2016-09-29",350734,"2016-09-01"
"1597",10,"Naustabryggja",110,"Fjölbýli",44500000,4,108.8,"2016-09-29",409007,"2016-09-01"
"1598",11,"Vatnsholt ",230,"Par/Raðhús",37900000,4,139.2,"2016-09-29",272270,"2016-09-01"
"1599",12,"Kríuás Opið Hús",221,"Hæðir",46900000,4,142,"2016-09-29",330282,"2016-09-01"
"1600",13,"Engihjalli Opið Hús",200,"Fjölbýli",29900000,4,97.4,"2016-09-29",306982,"2016-09-01"
"1601",14,"Naustabryggja",110,"Fjölbýli",43900000,4,109.9,"2016-09-29",399454,"2016-09-01"
"1602",15,"Naustabryggja",110,"Fjölbýli",42900000,4,109.8,"2016-09-29",390710,"2016-09-01"
"1603",16,"Naustabryggja",110,"Fjölbýli",38900000,3,98.4,"2016-09-29",395325,"2016-09-01"
"1604",19,"Naustabryggja",110,"Fjölbýli",42500000,4,104,"2016-09-29",408654,"2016-09-01"
"1605",20,"Naustabryggja",110,"Fjölbýli",44900000,4,109.4,"2016-09-29",410420,"2016-09-01"
"1606",23,"Naustabryggja",110,"Fjölbýli",63000000,5,184,"2016-09-29",342391,"2016-09-01"
"1607",24,"Naustabryggja",110,"Fjölbýli",38500000,3,89.1,"2016-09-29",432099,"2016-09-01"
"1608",25,"Blikabraut",230,"Fjölbýli",26500000,4,124.5,"2016-09-29",212851,"2016-09-01"
"1609",1,"Fagrasíða",603,"Par/Raðhús",32500000,5,130,"2016-09-30",250000,"2016-09-01"
"1611",3,"Breiðavík",112,"Fjölbýli",37900000,4,101.5,"2016-09-30",373399,"2016-09-01"
"1612",4,"Víðihlíð Opið Hús",105,"Par/Raðhús",72900000,6,281.4,"2016-09-30",259062,"2016-09-01"
"1613",5,"Vatnsstígur",101,"Fjölbýli",125000000,4,166.1,"2016-09-30",752559,"2016-09-01"
"1614",8,"Hofakur",210,"Fjölbýli",37900000,2,78.3,"2016-09-30",484036,"2016-09-01"
"1615",9,"Gerplustræti",270,"Fjölbýli",39700000,4,106.6,"2016-09-30",372420,"2016-09-01"
"1616",10,"Seilugrandi",107,"Fjölbýli",29700000,2,51.8,"2016-09-30",573359,"2016-09-01"
"1617",11,"Sólvallagata",230,"Fjölbýli",18500000,2,75.6,"2016-09-30",244709,"2016-09-01"
"1618",12,"Efstasund",104,"Einbýli",48300000,4,137.9,"2016-09-30",350254,"2016-09-01"
"1619",13,"Ásgarður",108,"Par/Raðhús",46900000,5,115,"2016-09-30",407826,"2016-09-01"
"1620",14,"Grettisgata",101,"Fjölbýli",36900000,3,81.2,"2016-09-30",454433,"2016-09-01"
"1621",15,"Brekkuás",221,"Fjölbýli",35900000,3,94,"2016-09-30",381915,"2016-09-01"
"1622",16,"Kríuhólar",111,"Fjölbýli",33900000,5,116.1,"2016-09-30",291990,"2016-09-01"
"1623",17,"Austurkór",203,"Par/Raðhús",57900000,4,175.6,"2016-09-30",329727,"2016-09-01"
"1624",18,"Furulundur",600,"Par/Raðhús",20600000,3,79.7,"2016-09-30",258469,"2016-09-01"
"1625",19,"Einigrund",300,"Fjölbýli",21900000,3,105.4,"2016-09-30",207780,"2016-09-01"
"1626",21,"Bakkasmári",201,"Par/Raðhús",67900000,6,183.9,"2016-09-30",369222,"2016-09-01"
"1627",22,"Ránargata ",101,"Fjölbýli",41900000,3,82.2,"2016-09-30",509732,"2016-09-01"
"1628",23,"Naustabryggja",110,"Fjölbýli",43500000,4,100.1,"2016-09-30",434565,"2016-09-01"
"1629",24,"Naustabryggja",110,"Fjölbýli",44200000,4,103.5,"2016-09-30",427053,"2016-09-01"
"1630",25,"Norðurbakki Aðeins Tvær Eftir",220,"Fjölbýli",48100000,3,125.4,"2016-09-30",383573,"2016-09-01"
"1631",1,"Gvendargeisli",113,"Par/Raðhús",59500000,5,168.9,"2016-10-01",352279,"2016-10-01"
"1632",2,"Garðaflöt",210,"Einbýli",69500000,6,171.5,"2016-10-01",405248,"2016-10-01"
"1634",5,"Njarðargata",230,"Fjölbýli",24900000,4,161.2,"2016-10-01",154467,"2016-10-01"
"1636",7,"Prestbakki",109,"Par/Raðhús",56900000,6,189.2,"2016-10-01",300740,"2016-10-01"
"1637",8,"Hellagata",210,"Fjölbýli",49900000,4,119.7,"2016-10-01",416876,"2016-10-01"
"1638",9,"Mánatún",105,"Fjölbýli",53900000,4,108.3,"2016-10-01",497692,"2016-10-01"
"1639",10,"Mánatún",105,"Fjölbýli",39900000,2,77,"2016-10-01",518182,"2016-10-01"
"1640",11,"Mánatún",105,"Fjölbýli",40900000,2,77.7,"2016-10-01",526384,"2016-10-01"
"1641",12,"Mánatún",105,"Fjölbýli",45900000,2,85.8,"2016-10-01",534965,"2016-10-01"
"1642",13,"Vallartröð",200,"Fjölbýli",39900000,4,155.6,"2016-10-01",256427,"2016-10-01"
"1643",14,"Lindarbyggð",270,"Par/Raðhús",43900000,4,123,"2016-10-01",356911,"2016-10-01"
"1644",15,"Miðvangur",220,"Fjölbýli",24900000,2,67.7,"2016-10-01",367799,"2016-10-01"
"1645",16,"Skarðsbraut",300,"Fjölbýli",19100000,2,71.8,"2016-10-01",266017,"2016-10-01"
"1646",17,"Jaðarsbraut",300,"Hæðir",22900000,3,105.1,"2016-10-01",217888,"2016-10-01"
"1647",18,"Eyjabakki",109,"Fjölbýli",30900000,3,97.8,"2016-10-01",315951,"2016-10-01"
"1648",19,"Boðagrandi",107,"Fjölbýli",54900000,3,111.3,"2016-10-01",493261,"2016-10-01"
"1649",20,"Hringbraut",220,"Fjölbýli",36900000,3,98.2,"2016-10-01",375764,"2016-10-01"
"1650",21,"Mánatún",105,"Fjölbýli",58900000,3,115.7,"2016-10-01",509075,"2016-10-01"
"1651",22,"Mánatún",105,"Fjölbýli",39900000,2,76.6,"2016-10-01",520888,"2016-10-01"
"1652",23,"Mánatún",105,"Fjölbýli",44900000,2,86.3,"2016-10-01",520278,"2016-10-01"
"1653",24,"Mánatún",105,"Fjölbýli",52900000,3,109.8,"2016-10-01",481785,"2016-10-01"
"1654",25,"Mánatún",105,"Fjölbýli",56400000,3,116.8,"2016-10-01",482877,"2016-10-01"
"1655",1,"Bugðulækur",105,"Fjölbýli",34900000,3,80.9,"2016-10-02",431397,"2016-10-01"
"1656",2,"Melhagi",107,"Fjölbýli",85900000,6,196.7,"2016-10-02",436706,"2016-10-01"
"1657",3,"Linnetsstígur (opið Hús)",220,"Fjölbýli",46900000,4,125.8,"2016-10-02",372814,"2016-10-01"
"1658",4,"Naustabryggja",110,"Fjölbýli",38500000,3,89.1,"2016-10-02",432099,"2016-10-01"
"1659",5,"Naustabryggja",110,"Fjölbýli",39500000,3,98.6,"2016-10-02",400609,"2016-10-01"
"1660",6,"Goðheimar",104,"Hæðir",52900000,5,157.9,"2016-10-02",335022,"2016-10-01"
"1661",7,"Naustabryggja",110,"Fjölbýli",44900000,4,111.9,"2016-10-02",401251,"2016-10-01"
"1662",8,"Naustabryggja",110,"Fjölbýli",63000000,5,179.5,"2016-10-02",350975,"2016-10-01"
"1663",9,"Naustabryggja",110,"Fjölbýli",43900000,4,109.5,"2016-10-02",400913,"2016-10-01"
"1664",10,"Garðavegur",220,"Hæðir",33900000,3,81.8,"2016-10-02",414425,"2016-10-01"
"1665",11,"Mánatún ",105,"Fjölbýli",54900000,3,116,"2016-10-02",473276,"2016-10-01"
"1666",12,"Mánatún ",105,"Fjölbýli",49900000,2,110,"2016-10-02",453636,"2016-10-01"
"1667",13,"Mánatún ",105,"Fjölbýli",39900000,2,77,"2016-10-02",518182,"2016-10-01"
"1668",14,"Mánatún ",105,"Fjölbýli",44900000,2,86.3,"2016-10-02",520278,"2016-10-01"
"1669",15,"Mánatún ",105,"Fjölbýli",48900000,2,104.9,"2016-10-02",466158,"2016-10-01"
"1670",16,"Mánatún ",105,"Fjölbýli",52900000,3,109.8,"2016-10-02",481785,"2016-10-01"
"1671",17,"Mánatún ",105,"Fjölbýli",51900000,2,105.9,"2016-10-02",490085,"2016-10-01"
"1672",18,"Mánatún ",105,"Fjölbýli",54900000,3,115.4,"2016-10-02",475737,"2016-10-01"
"1673",19,"Mánatún ",105,"Fjölbýli",39900000,2,76.6,"2016-10-02",520888,"2016-10-01"
"1674",20,"Mánatún ",105,"Fjölbýli",45900000,2,85.8,"2016-10-02",534965,"2016-10-01"
"1675",21,"Mánatún ",105,"Fjölbýli",40900000,2,77.7,"2016-10-02",526384,"2016-10-01"
"1676",22,"Mánatún ",105,"Fjölbýli",55400000,3,110.9,"2016-10-02",499549,"2016-10-01"
"1677",23,"Mánatún ",105,"Fjölbýli",56400000,3,116.8,"2016-10-02",482877,"2016-10-01"
"1678",24,"Mánatún ",105,"Fjölbýli",53900000,3,108.3,"2016-10-02",497692,"2016-10-01"
"1679",25,"Mánatún ",105,"Fjölbýli",53900000,3,109.8,"2016-10-02",490893,"2016-10-01"
"1680",1,"Faxabraut",230,"Par/Raðhús",37800000,5,180.5,"2016-10-03",209418,"2016-10-01"
"1681",2,"Lækjargata",220,"Einbýli",69900000,6,221.6,"2016-10-03",315433,"2016-10-01"
"1682",3,"Laugateigur",105,"Fjölbýli",30900000,2,75.3,"2016-10-03",410359,"2016-10-01"
"1683",4,"Heiðargil ",230,"Einbýli",62000000,5,290.6,"2016-10-03",213352,"2016-10-01"
"1684",5,"Kaplaskjólsvegur",107,"Fjölbýli",22900000,2,38,"2016-10-03",602632,"2016-10-01"
"1685",6,"Vesturberg",111,"Fjölbýli",24900000,2,63.6,"2016-10-03",391509,"2016-10-01"
"1686",8,"Rósarimi",112,"Fjölbýli",32700000,3,94.4,"2016-10-03",346398,"2016-10-01"
"1687",9,"Hjallabraut ",220,"Fjölbýli",36000000,3,71.5,"2016-10-03",503497,"2016-10-01"
"1688",12,"Haukalind",201,"Par/Raðhús",64900000,5,184.8,"2016-10-03",351190,"2016-10-01"
"1689",13,"Vesturgata",101,"Fjölbýli",44900000,3,90,"2016-10-03",498889,"2016-10-01"
"1690",14,"Mánatún ",105,"Fjölbýli",42900000,2,78.2,"2016-10-03",548593,"2016-10-01"
"1691",15,"Mánatún ",105,"Fjölbýli",58900000,3,115.7,"2016-10-03",509075,"2016-10-01"
"1692",16,"Mánatún ",105,"Fjölbýli",55400000,3,110.9,"2016-10-03",499549,"2016-10-01"
"1693",17,"Mánatún ",105,"Fjölbýli",40900000,2,77.7,"2016-10-03",526384,"2016-10-01"
"1694",18,"Mánatún ",105,"Fjölbýli",55900000,2,109.3,"2016-10-03",511436,"2016-10-01"
"1695",19,"Mánatún ",105,"Fjölbýli",54900000,3,115.4,"2016-10-03",475737,"2016-10-01"
"1696",20,"Mánatún ",105,"Fjölbýli",49900000,2,86.3,"2016-10-03",578216,"2016-10-01"
"1697",21,"Mánatún ",105,"Fjölbýli",62500000,3,120.9,"2016-10-03",516956,"2016-10-01"
"1698",22,"Vatnsholt",230,"Par/Raðhús",37900000,4,135.6,"2016-10-03",279499,"2016-10-01"
"1699",23,"Mánatún ",105,"Fjölbýli",51900000,2,86.4,"2016-10-03",600694,"2016-10-01"
"1700",24,"Mánatún ",105,"Fjölbýli",59900000,2,107.6,"2016-10-03",556691,"2016-10-01"
"1701",25,"Mánatún ",105,"Fjölbýli",84900000,3,131,"2016-10-03",648092,"2016-10-01"
"1702",1,"Lundargata",600,"Einbýli",37200000,5,160,"2016-10-04",232500,"2016-10-01"
